lemma,reading,first_char,last_char
当て物,アテモノ,ア,ノ
当て無し,アテナシ,ア,シ
当り,アタリ,ア,リ
当りさわり,アタリサワリ,ア,リ
当り屋,アタリヤ,ア,ヤ
当り狂言,アタリキョウゲン,ア,ン
当り障り,アタリサワリ,ア,リ
当り前,アタリマエ,ア,エ
当り年,アタリドシ,ア,シ
当り箱,アタリバコ,ア,コ
当り鉢,アタリバチ,ア,チ
当り役,アタリヤク,ア,ク
当意即妙,トウイソクミョウ,ト,ウ
当為,トウイ,ト,イ
当家,トウケ,ト,ケ
当課,トウカ,ト,カ
当会,トウカイ,ト,イ
当該,トウガイ,ト,イ
当確,トウカク,ト,ク
当館,トウカン,ト,ン
当期,トウキ,ト,キ
当期,トウキ,ト,キ
当機,トウキ,ト,キ
当季,トウキ,ト,キ
当狂言,アタリキョウゲン,ア,ン
当局,トウキョク,ト,ク
当月,トウゲツ,ト,ツ
当限,トウギリ,ト,リ
当校,トウコウ,ト,ウ
当行,トウコウ,ト,ウ
当今,トウギン,ト,ン
当今,トウコン,ト,ン
当座,トウザ,ト,サ
当座しのぎ,トウザシノギ,ト,キ
当座凌ぎ,トウザシノギ,ト,キ
当歳,トウサイ,ト,イ
当山,トウザン,ト,ン
当市,トウシ,ト,シ
当事,トウジ,ト,シ
当事者,トウジシャ,ト,ヤ
当字,アテジ,ア,シ
当時,トウジ,ト,シ
当社,トウシャ,ト,ヤ
当主,トウシュ,ト,ユ
当住,トウジュウ,ト,ウ
当初,トウショ,ト,ヨ
当所,トウショ,ト,ヨ
当身,アテミ,ア,ミ
当人,トウニン,ト,ン
当推量,アテズイリョウ,ア,ウ
当世,トウセイ,ト,イ
当世ふう,トウセイフウ,ト,ウ
当世ふう,トウセイフウ,ト,ウ
当世風,トウセイフウ,ト,ウ
当世風,トウセイフウ,ト,ウ
当節,トウセツ,ト,ツ
当選,トウセン,ト,ン
当然,トウゼン,ト,ン
当代,トウダイ,ト,イ
当代,トウダイ,ト,イ
当地,トウチ,ト,チ
当直,トウチョク,ト,ク
当店,トウテン,ト,ン
当日,トウジツ,ト,ツ
当年,トウネン,ト,ン
当年度,トウネンド,ト,ト
当番,トウバン,ト,ン
当番医,トウバンイ,ト,イ
当番制,トウバンセイ,ト,イ
当否,トウヒ,ト,ヒ
当腹,トウフク,ト,ク
当分,トウブン,ト,ン
当方,トウホウ,ト,ウ
当面,トウメン,ト,ン
当夜,トウヤ,ト,ヤ
当用,トウヨウ,ト,ウ
当用漢字,トウヨウカンジ,ト,シ
当来,トウライ,ト,イ
当落,トウラク,ト,ク
当流,トウリュウ,ト,ウ
当路,トウロ,ト,ロ
当惑,トウワク,ト,ク
当籤,トウセン,ト,ン
痘痕,アバタ,ア,タ
痘痕も靨,アバタモエクボ,ア,ホ
痘苗,トウビョウ,ト,ウ
痘瘡,トウソウ,ト,ウ
祷り,イノリ,イ,リ
等,トウ,ト,ウ
等,トウ,ト,ウ
等,トウ,ト,ウ
等々,トウトウ,ト,ウ
等し並,ヒトシナミ,ヒ,ミ
等圧線,トウアツセン,ト,ン
等位,トウイ,ト,イ
等温,トウオン,ト,ン
等化,トウカ,ト,カ
等価,トウカ,ト,カ
等価,トウカ,ト,カ
等外,トウガイ,ト,イ
等角,トウカク,ト,ク
等間隔,トウカンカク,ト,ク
等閑,トウカン,ト,ン
等級,トウキュウ,ト,ウ
等距離,トウキョリ,ト,リ
等高線,トウコウセン,ト,ン
等号,トウゴウ,ト,ウ
等差,トウサ,ト,サ
等差級数,トウサキュウスウ,ト,ウ
等式,トウシキ,ト,キ
等質,トウシツ,ト,ツ
等質,トウシツ,ト,ツ
等深線,トウシンセン,ト,ン
等親,トウシン,ト,ン
等身,トウシン,ト,ン
等席,トウセキ,ト,キ
等地,トウチ,ト,チ
等比,トウヒ,ト,ヒ
等分,トウブン,ト,ン
等分,トウブン,ト,ン
等辺,トウヘン,ト,ン
等量,トウリョウ,ト,ウ
答,コタエ,コ,エ
答,トウ,ト,ウ
答え,コタエ,コ,エ
答案,トウアン,ト,ン
答辞,トウジ,ト,シ
答申,トウシン,ト,ン
答電,トウデン,ト,ン
答弁,トウベン,ト,ン
答訪,トウホウ,ト,ウ
答礼,トウレイ,ト,イ
筒,ツツ,ツ,ツ
筒,トウ,ト,ウ
筒井,ツツイ,ツ,イ
筒井筒,ツツイヅツ,ツ,ツ
筒音,ツツオト,ツ,ト
筒元,ドウモト,ト,ト
筒口,ツツグチ,ツ,チ
筒咲き,ツツザキ,ツ,キ
筒取り,ドウトリ,ト,リ
筒親,ドウオヤ,ト,ヤ
筒切り,ツツギリ,ツ,リ
筒先,ツツサキ,ツ,キ
筒袖,ツツソデ,ツ,テ
筒鳥,ツツドリ,ツ,リ
筒抜け,ツツヌケ,ツ,ケ
糖,トウ,ト,ウ
糖,トウ,ト,ウ
糖衣,トウイ,ト,イ
糖衣錠,トウイジョウ,ト,ウ
糖化,トウカ,ト,カ
糖原質,トウゲンシツ,ト,ツ
糖度,トウド,ト,ト
糖尿,トウニョウ,ト,ウ
糖分,トウブン,ト,ン
糖蜜,トウミツ,ト,ツ
糖類,トウルイ,ト,イ
統一,トウイツ,ト,ツ
統覚,トウカク,ト,ク
統括,トウカツ,ト,ツ
統轄,トウカツ,ト,ツ
統監,トウカン,ト,ン
統計,トウケイ,ト,イ
統御,トウギョ,ト,ヨ
統語,トウゴ,ト,コ
統合,トウゴウ,ト,ウ
統裁,トウサイ,ト,イ
統治,トウチ,ト,チ
統辞,トウジ,ト,シ
統帥,トウスイ,ト,イ
統制,トウセイ,ト,イ
統廃合,トウハイゴウ,ト,ウ
統率,トウソツ,ト,ツ
到達,トウタツ,ト,ツ
到着,トウチャク,ト,ク
到来,トウライ,ト,イ
到来物,トウライモノ,ト,ノ
蕩々,トウトウ,ト,ウ
蕩児,トウジ,ト,シ
蕩心,トウシン,ト,ン
蕩尽,トウジン,ト,ン
蕩蕩,トウトウ,ト,ウ
藤,フジ,フ,シ
藤葛,フジカズラ,フ,ラ
藤袴,フジバカマ,フ,マ
藤四郎,トウシロウ,ト,ウ
藤棚,フジダナ,フ,ナ
藤波,フジナミ,フ,ミ
藤八拳,トウハチケン,ト,ン
藤本,トウホン,ト,ン
藤蔓,フジヅル,フ,ル
藤浪,フジナミ,フ,ミ
討ち死に,ウチジニ,ウ,ニ
討ち入り,ウチイリ,ウ,リ
討議,トウギ,ト,キ
討究,トウキュウ,ト,ウ
討死,ウチジニ,ウ,ニ
討手,ウッテ,ウ,テ
討入,ウチイリ,ウ,リ
討伐,トウバツ,ト,ツ
討匪,トウヒ,ト,ヒ
討幕,トウバク,ト,ク
討論,トウロン,ト,ン
謄写,トウシャ,ト,ヤ
謄写版,トウシャバン,ト,ン
謄本,トウホン,ト,ン
豆,マメ,マ,メ
豆しぼり,マメシボリ,マ,リ
豆幹,マメガラ,マ,ラ
豆銀,マメギン,マ,ン
豆絞り,マメシボリ,マ,リ
豆撒き,マメマキ,マ,キ
豆汁,ゴ,コ,コ
豆蔵,マメゾウ,マ,ウ
豆炭,マメタン,マ,ン
豆鉄砲,マメデッポウ,マ,ウ
豆乳,トウニュウ,ト,ウ
豆粕,マメカス,マ,ス
豆板,マメイタ,マ,タ
豆板銀,マメイタギン,マ,ン
豆腐,トウフ,ト,フ
豆腐殻,トウフガラ,ト,ラ
豆本,マメホン,マ,ン
豆名月,マメメイゲツ,マ,ツ
豆油,ゴ,コ,コ
豆粒,マメツブ,マ,フ
豆類,マメルイ,マ,イ
踏まえどころ,フマエドコロ,フ,ロ
踏まえ所,フマエドコロ,フ,ロ
踏み絵,フミエ,フ,エ
踏み込み,フミコミ,フ,ミ
踏み所,フミド,フ,ト
踏み石,フミイシ,フ,シ
踏み切り,フミキリ,フ,リ
踏み台,フミダイ,フ,イ
踏み段,フミダン,フ,ン
踏み板,フミイタ,フ,タ
踏んぎり,フンギリ,フ,リ
踏ん切り,フンギリ,フ,リ
踏臼,フミウス,フ,ス
踏歌,トウカ,ト,カ
踏絵,フミエ,フ,エ
踏込み,フミコミ,フ,ミ
踏査,トウサ,ト,サ
踏襲,トウシュウ,ト,ウ
踏石,フミイシ,フ,シ
踏切,フミキリ,フ,リ
踏台,フミダイ,フ,イ
踏段,フミダン,フ,ン
踏破,トウハ,ト,ハ
踏板,フミイタ,フ,タ
逃げ,ニゲ,ニ,ケ
逃げことば,ニゲコトバ,ニ,ハ
逃げ言葉,ニゲコトバ,ニ,ハ
逃げ口,ニゲグチ,ニ,チ
逃げ口上,ニゲコウジョウ,ニ,ウ
逃げ腰,ニゲゴシ,ニ,シ
逃げ腰,ニゲゴシ,ニ,シ
逃げ支度,ニゲジタク,ニ,ク
逃げ場,ニゲバ,ニ,ハ
逃げ水,ニゲミズ,ニ,ス
逃げ足,ニゲアシ,ニ,シ
逃げ道,ニゲミチ,ニ,チ
逃れ,ノガレ,ノ,レ
逃言葉,ニゲコトバ,ニ,ハ
逃口,ニゲグチ,ニ,チ
逃口上,ニゲコウジョウ,ニ,ウ
逃支度,ニゲジタク,ニ,ク
逃場,ニゲバ,ニ,ハ
逃水,ニゲミズ,ニ,ス
逃走,トウソウ,ト,ウ
逃道,ニゲミチ,ニ,チ
逃避,トウヒ,ト,ヒ
逃亡,トウボウ,ト,ウ
透かし,スカシ,ス,シ
透かし織,スカシオリ,ス,リ
透かし彫,スカシボリ,ス,リ
透き,スキ,ス,キ
透き間,スキマ,ス,マ
透き間風,スキマカゼ,ス,セ
透き見,スキミ,ス,ミ
透き写し,スキウツシ,ス,シ
透き織,スキオリ,ス,リ
透き目,スキメ,ス,メ
透綾,スキヤ,ス,ヤ
透過,トウカ,ト,カ
透過,トウカ,ト,カ
透視,トウシ,ト,シ
透視画法,トウシガホウ,ト,ウ
透写,トウシャ,ト,ヤ
透写し,スキウツシ,ス,シ
透水,トウスイ,ト,イ
透析,トウセキ,ト,キ
透徹,トウテツ,ト,ツ
透明,トウメイ,ト,イ
透明,トウメイ,ト,イ
透目,スキメ,ス,メ
鐙,アブミ,ア,ミ
陶,スエ,ス,エ
陶画,トウガ,ト,カ
陶器,トウキ,ト,キ
陶芸,トウゲイ,ト,イ
陶工,トウコウ,ト,ウ
陶砂,ドウサ,ト,サ
陶磁,トウジ,ト,シ
陶磁器,トウジキ,ト,キ
陶酔,トウスイ,ト,イ
陶製,トウセイ,ト,イ
陶然,トウゼン,ト,ン
陶土,トウド,ト,ト
陶板,トウハン,ト,ン
陶枕,トウチン,ト,ン
陶冶,トウヤ,ト,ヤ
頭,アタマ,ア,マ
頭,トウ,ト,ウ
頭がい骨,ズガイコツ,ス,ツ
頭ごなし,アタマゴナシ,ア,シ
頭でっかち,アタマデッカチ,ア,チ
頭でっかち,アタマデッカチ,ア,チ
頭韻,トウイン,ト,ン
頭蓋,ズガイ,ス,イ
頭蓋骨,ズガイコツ,ス,ツ
頭角,トウカク,ト,ク
頭割,アタマワリ,ア,リ
頭割り,アタマワリ,ア,リ
頭株,アタマカブ,ア,フ
頭寒足熱,ズカンソクネツ,ス,ツ
頭金,アタマキン,ア,ン
頭骨,ズコツ,ス,ツ
頭字,カシラジ,カ,シ
頭取,トウドリ,ト,リ
頭首,トウシュ,ト,ユ
頭重,ズオモ,ス,モ
頭書,トウショ,ト,ヨ
頭上,ズジョウ,ス,ウ
頭状花,トウジョウカ,ト,カ
頭数,トウスウ,ト,ウ
頭打ち,アタマウチ,ア,チ
頭陀,ズダ,ス,タ
頭陀袋,ズダブクロ,ス,ロ
頭注,トウチュウ,ト,ウ
頭頂,トウチョウ,ト,ウ
頭痛,ズツウ,ス,ウ
頭脳,ズノウ,ス,ウ
頭髪,トウハツ,ト,ツ
頭皮,トウヒ,ト,ヒ
頭部,トウブ,ト,フ
頭分,カシラブン,カ,ン
頭文字,カシラモジ,カ,シ
頭目,トウモク,ト,ク
頭領,トウリョウ,ト,ウ
騰貴,トウキ,ト,キ
騰勢,トウセイ,ト,イ
騰落,トウラク,ト,ク
闘い,タタカイ,タ,イ
闘技,トウギ,ト,キ
闘牛,トウギュウ,ト,ウ
闘魚,トウギョ,ト,ヨ
闘鶏,トウケイ,ト,イ
闘犬,トウケン,ト,ン
闘魂,トウコン,ト,ン
闘士,トウシ,ト,シ
闘志,トウシ,ト,シ
闘将,トウショウ,ト,ウ
闘争,トウソウ,ト,ウ
闘病,トウビョウ,ト,ウ
闘諍,トウジョウ,ト,ウ
働き,ハタラキ,ハ,キ
働きかけ,ハタラキカケ,ハ,ケ
働きがい,ハタラキガイ,ハ,イ
働きもの,ハタラキモノ,ハ,ノ
働きバチ,ハタラキバチ,ハ,チ
働き掛け,ハタラキカケ,ハ,ケ
働き蟻,ハタラキアリ,ハ,リ
働き者,ハタラキモノ,ハ,ノ
働き手,ハタラキテ,ハ,テ
働き蜂,ハタラキバチ,ハ,チ
動,ドウ,ト,ウ
動き,ウゴキ,ウ,キ
動意,ドウイ,ト,イ
動員,ドウイン,ト,ン
動因,ドウイン,ト,ン
動画,ドウガ,ト,カ
動機,ドウキ,ト,キ
動議,ドウギ,ト,キ
動向,ドウコウ,ト,ウ
動座,ドウザ,ト,サ
動作,ドウサ,ト,サ
動産,ドウサン,ト,ン
動詞,ドウシ,ト,シ
動植物,ドウショクブツ,ト,ツ
動静,ドウセイ,ト,イ
動体,ドウタイ,ト,イ
動態,ドウタイ,ト,イ
動的,ドウテキ,ト,キ
動転,ドウテン,ト,ン
動物,ドウブツ,ト,ツ
動物界,ドウブツカイ,ト,イ
動脈,ドウミャク,ト,ク
動脈血,ドウミャクケツ,ト,ツ
動揺,ドウヨウ,ト,ウ
動乱,ドウラン,ト,ン
動力,ドウリョク,ト,ク
動輪,ドウリン,ト,ン
動労,ドウロウ,ト,ウ
動悸,ドウキ,ト,キ
同,ドウ,ト,ウ
同,ドウ,ト,ウ
同いどし,オナイドシ,オ,シ
同い年,オナイドシ,オ,シ
同じ,オナジ,オ,シ
同じ穴の狢,オナジアナノムジナ,オ,ナ
同せい,ドウセイ,ト,イ
同案,ドウアン,ト,ン
同位,ドウイ,ト,イ
同委,ドウイ,ト,イ
同意,ドウイ,ト,イ
同一,ドウイツ,ト,ツ
同一,ドウイツ,ト,ツ
同院,ドウイン,ト,ン
同韻,ドウイン,ト,ン
同右,ドウウ,ト,ウ
同音,ドウオン,ト,ン
同化,ドウカ,ト,カ
同家,ドウケ,ト,ケ
同格,ドウカク,ト,ク
同格,ドウカク,ト,ク
同学,ドウガク,ト,ク
同額,ドウガク,ト,ク
同感,ドウカン,ト,ン
同艦,ドウカン,ト,ン
同館,ドウカン,ト,ン
同期,ドウキ,ト,キ
同期,ドウキ,ト,キ
同期生,ドウキセイ,ト,イ
同機,ドウキ,ト,キ
同気,ドウキ,ト,キ
同義,ドウギ,ト,キ
同義,ドウギ,ト,キ
同義語,ドウギゴ,ト,コ
同級,ドウキュウ,ト,ウ
同級生,ドウキュウセイ,ト,イ
同居,ドウキョ,ト,ヨ
同郷,ドウキョウ,ト,ウ
同業,ドウギョウ,ト,ウ
同局,ドウキョク,ト,ク
同区,ドウク,ト,ク
同君,ドウクン,ト,ン
同軍,ドウグン,ト,ン
同型,ドウケイ,ト,イ
同形,ドウケイ,ト,イ
同慶,ドウケイ,ト,イ
同系,ドウケイ,ト,イ
同月,ドウゲツ,ト,ツ
同権,ドウケン,ト,ン
同県,ドウケン,ト,ン
同好,ドウコウ,ト,ウ
同工,ドウコウ,ト,ウ
同工異曲,ドウコウイキョク,ト,ク
同校,ドウコウ,ト,ウ
同港,ドウコウ,ト,ウ
同行,ドウコウ,ト,ウ
同行,ドウコウ,ト,ウ
同高,ドウコウ,ト,ウ
同国,ドウコク,ト,ク
同根,ドウコン,ト,ン
同左,ドウサ,ト,サ
同座,ドウザ,ト,サ
同罪,ドウザイ,ト,イ
同山,ドウサン,ト,ン
同士,ドウシ,ト,シ
同士打,ドウシウチ,ト,チ
同士打ち,ドウシウチ,ト,チ
同士討,ドウシウチ,ト,チ
同市,ドウシ,ト,シ
同志,ドウシ,ト,シ
同旨,ドウシ,ト,シ
同氏,ドウシ,ト,シ
同紙,ドウシ,ト,シ
同視,ドウシ,ト,シ
同誌,ドウシ,ト,シ
同時,ドウジ,ト,シ
同軸,ドウジク,ト,ク
同室,ドウシツ,ト,ツ
同質,ドウシツ,ト,ツ
同社,ドウシャ,ト,ヤ
同者,ドウシャ,ト,ヤ
同車,ドウシャ,ト,ヤ
同種,ドウシュ,ト,ユ
同種同文,ドウシュドウブン,ト,ン
同臭,ドウシュウ,ト,ウ
同舟,ドウシュウ,ト,ウ
同宿,ドウシュク,ト,ク
同所,ドウショ,ト,ヨ
同署,ドウショ,ト,ヨ
同書,ドウショ,ト,ヨ
同小,ドウショウ,ト,ウ
同床異夢,ドウショウイム,ト,ム
同省,ドウショウ,ト,ウ
同上,ドウジョウ,ト,ウ
同乗,ドウジョウ,ト,ウ
同情,ドウジョウ,ト,ウ
同職,ドウショク,ト,ク
同色,ドウショク,ト,ク
同心,ドウシン,ト,ン
同心円,ドウシンエン,ト,ン
同人,ドウジン,ト,ン
同数,ドウスウ,ト,ウ
同勢,ドウゼイ,ト,イ
同姓,ドウセイ,ト,イ
同性,ドウセイ,ト,イ
同性愛,ドウセイアイ,ト,イ
同棲,ドウセイ,ト,イ
同席,ドウセキ,ト,キ
同線,ドウセン,ト,ン
同船,ドウセン,ト,ン
同前,ドウゼン,ト,ン
同然,ドウゼン,ト,ン
同然,ドウゼン,ト,ン
同素,ドウソ,ト,ソ
同素体,ドウソタイ,ト,イ
同相,ドウショウ,ト,ウ
同窓,ドウソウ,ト,ウ
同窓会,ドウソウカイ,ト,イ
同窓生,ドウソウセイ,ト,イ
同属,ドウゾク,ト,ク
同族,ドウゾク,ト,ク
同村,ドウソン,ト,ン
同体,ドウタイ,ト,イ
同隊,ドウタイ,ト,イ
同大,ドウダイ,ト,イ
同断,ドウダン,ト,ン
同断,ドウダン,ト,ン
同値,ドウチ,ト,チ
同地,ドウチ,ト,チ
同着,ドウチャク,ト,ク
同中,ドウチュウ,ト,ウ
同庁,ドウチョウ,ト,ウ
同町,ドウチョウ,ト,ウ
同調,ドウチョウ,ト,ウ
同定,ドウテイ,ト,イ
同展,ドウテン,ト,ン
同店,ドウテン,ト,ン
同点,ドウテン,ト,ン
同党,ドウトウ,ト,ウ
同島,ドウトウ,ト,ウ
同等,ドウトウ,ト,ウ
同等,ドウトウ,ト,ウ
同道,ドウドウ,ト,ウ
同日,ドウジツ,ト,ツ
同年,ドウネン,ト,ン
同年代,ドウネンダイ,ト,イ
同年輩,ドウネンパイ,ト,イ
同派,ドウハ,ト,ハ
同輩,ドウハイ,ト,イ
同博,ドウハク,ト,ク
同伴,ドウハン,ト,ン
同番,ドウバン,ト,ン
同妃,ドウヒ,ト,ヒ
同筆,ドウヒツ,ト,ツ
同病,ドウビョウ,ト,ウ
同苗,ドウミョウ,ト,ウ
同府,ドウフ,ト,フ
同父母,ドウフボ,ト,ホ
同封,ドウフウ,ト,ウ
同腹,ドウフク,ト,ク
同文,ドウブン,ト,ン
同母,ドウボ,ト,ホ
同朋,ドウホウ,ト,ウ
同胞,ドウホウ,ト,ウ
同房,ドウボウ,ト,ウ
同名,ドウメイ,ト,イ
同名異人,ドウメイイジン,ト,ン
同盟,ドウメイ,ト,イ
同盟罷業,ドウメイヒギョウ,ト,ウ
同門,ドウモン,ト,ン
同夜,ドウヤ,ト,ヤ
同役,ドウヤク,ト,ク
同薬,ドウヤク,ト,ク
同友,ドウユウ,ト,ウ
同憂,ドウユウ,ト,ウ
同夕,ドウユウ,ト,ウ
同様,ドウヨウ,ト,ウ
同様,ドウヨウ,ト,ウ
同率,ドウリツ,ト,ツ
同流,ドウリュウ,ト,ウ
同僚,ドウリョウ,ト,ウ
同類,ドウルイ,ト,イ
同類項,ドウルイコウ,ト,ウ
同列,ドウレツ,ト,ツ
同和,ドウワ,ト,ワ
同衾,ドウキン,ト,ン
堂,ドウ,ト,ウ
堂,ドウ,ト,ウ
堂々,ドウドウ,ト,ウ
堂々めぐり,ドウドウメグリ,ト,リ
堂々回り,ドウドウメグリ,ト,リ
堂々巡り,ドウドウメグリ,ト,リ
堂宇,ドウウ,ト,ウ
堂奥,ドウオウ,ト,ウ
堂舎,ドウシャ,ト,ヤ
堂守,ドウモリ,ト,リ
堂上,ドウジョウ,ト,ウ
堂塔,ドウトウ,ト,ウ
堂堂,ドウドウ,ト,ウ
堂堂回り,ドウドウメグリ,ト,リ
堂堂巡り,ドウドウメグリ,ト,リ
導,シルベ,シ,ヘ
導べ,シルベ,シ,ヘ
導因,ドウイン,ト,ン
導火,ドウカ,ト,カ
導管,ドウカン,ト,ン
導師,ドウシ,ト,シ
導出,ドウシュツ,ト,ツ
導水,ドウスイ,ト,イ
導線,ドウセン,ト,ン
導体,ドウタイ,ト,イ
導通,ドウツウ,ト,ウ
導入,ドウニュウ,ト,ウ
憧景,ショウケイ,シ,イ
憧憬,ドウケイ,ト,イ
撞球,ドウキュウ,ト,ウ
撞着,ドウチャク,ト,ク
撞木,シュモク,シ,ク
撞木杖,シュモクヅエ,シ,エ
洞,ホラ,ホ,ラ
洞が峠,ホラガトウゲ,ホ,ケ
洞くつ,ドウクツ,ト,ツ
洞窟,ドウクツ,ト,ツ
洞穴,ドウケツ,ト,ツ
洞見,トウケン,ト,ン
洞察,ドウサツ,ト,ツ
洞門,ドウモン,ト,ン
瞳,ヒトミ,ヒ,ミ
瞳孔,ドウコウ,ト,ウ
瞳子,ドウシ,ト,シ
童,ワラベ,ワ,ヘ
童歌,ワラベウタ,ワ,タ
童画,ドウガ,ト,カ
童顔,ドウガン,ト,ン
童形,ドウギョウ,ト,ウ
童子,ドウジ,ト,シ
童詩,ドウシ,ト,シ
童女,ドウジョ,ト,ヨ
童心,ドウシン,ト,ン
童体,ドウタイ,ト,イ
童貞,ドウテイ,ト,イ
童部,ワラワベ,ワ,ヘ
童僕,ドウボク,ト,ク
童蒙,ドウモウ,ト,ウ
童謡,ドウヨウ,ト,ウ
童話,ドウワ,ト,ワ
胴,ドウ,ト,ウ
胴の間,ドウノマ,ト,マ
胴まわり,ドウマワリ,ト,リ
胴衣,ドウイ,ト,イ
胴回り,ドウマワリ,ト,リ
胴廻り,ドウマワリ,ト,リ
胴殻,ドウガラ,ト,ラ
胴巻,ドウマキ,ト,キ
胴巻き,ドウマキ,ト,キ
胴間声,ドウマゴエ,ト,エ
胴丸,ドウマル,ト,ル
胴元,ドウモト,ト,ト
胴取り,ドウトリ,ト,リ
胴上げ,ドウアゲ,ト,ケ
胴親,ドウオヤ,ト,ヤ
胴震い,ドウブルイ,ト,イ
胴切り,ドウギリ,ト,リ
胴体,ドウタイ,ト,イ
胴着,ドウギ,ト,キ
胴中,ドウナカ,ト,カ
胴締め,ドウジメ,ト,メ
胴突き,ドウヅキ,ト,キ
胴鉢,ドウハチ,ト,チ
胴抜き,ドウヌキ,ト,キ
胴忘れ,ドウワスレ,ト,レ
胴慾,ドウヨク,ト,ク
胴慾,ドウヨク,ト,ク
胴欲,ドウヨク,ト,ク
胴欲,ドウヨク,ト,ク
胴乱,ドウラン,ト,ン
胴裏,ドウウラ,ト,ラ
胴龜,ドウガメ,ト,メ
道,ドウ,ト,ウ
道,ミチ,ミ,チ
道しるべ,ミチシルベ,ミ,ヘ
道すじ,ミチスジ,ミ,シ
道づれ,ミチヅレ,ミ,レ
道のり,ミチノリ,ミ,リ
道の辺,ミチノベ,ミ,ヘ
道ばた,ミチバタ,ミ,タ
道案内,ミチアンナイ,ミ,イ
道化,ドウケ,ト,ケ
道化師,ドウケシ,ト,シ
道化者,ドウケモノ,ト,ノ
道家,ドウカ,ト,カ
道歌,ドウカ,ト,カ
道火,ミチビ,ミ,ヒ
道学,ドウガク,ト,ク
道楽,ドウラク,ト,ク
道楽者,ドウラクモノ,ト,ノ
道管,ドウカン,ト,ン
道義,ドウギ,ト,キ
道教,ドウキョウ,ト,ウ
道教え,ミチオシエ,ミ,エ
道筋,ミチスジ,ミ,シ
道具,ドウグ,ト,ク
道具方,ドウグカタ,ト,タ
道具立,ドウグダテ,ト,テ
道具立て,ドウグダテ,ト,テ
道警,ドウケイ,ト,イ
道県,ドウケン,ト,ン
道交,ドウコウ,ト,ウ
道交法,ドウコウホウ,ト,ウ
道行,ミチユキ,ミ,キ
道行き,ミチユキ,ミ,キ
道産,ドウサン,ト,ン
道産子,ドサンコ,ト,コ
道士,ドウシ,ト,シ
道芝,ミチシバ,ミ,ハ
道者,ドウシャ,ト,ヤ
道術,ドウジュツ,ト,ツ
道順,ミチジュン,ミ,ン
道床,ドウショウ,ト,ウ
道場,ドウジョウ,ト,ウ
道場破り,ドウジョウヤブリ,ト,リ
道心,ドウシン,ト,ン
道人,ドウジン,ト,ン
道祖神,ドウソシン,ト,ン
道草,ミチクサ,ミ,サ
道俗,ドウゾク,ト,ク
道端,ミチバタ,ミ,タ
道断,ドウダン,ト,ン
道着,ドウギ,ト,キ
道中,ドウチュウ,ト,ウ
道中差,ドウチュウザシ,ト,シ
道中双六,ドウチュウスゴロク,ト,ク
道庁,ドウチョウ,ト,ウ
道聴塗説,ドウチョウトセツ,ト,ツ
道程,ドウテイ,ト,イ
道統,ドウトウ,ト,ウ
道徳,ドウトク,ト,ク
道徳心,ドウトクシン,ト,ン
道徳的,ドウトクテキ,ト,キ
道内,ドウナイ,ト,イ
道念,ドウネン,ト,ン
道破,ドウハ,ト,ハ
道標,ドウヒョウ,ト,ウ
道府県,ドウフケン,ト,ン
道普請,ミチブシン,ミ,ン
道幅,ミチハバ,ミ,ハ
道服,ドウフク,ト,ク
道民,ドウミン,ト,ン
道明寺,ドウミョウジ,ト,シ
道理,ドウリ,ト,リ
道連れ,ミチヅレ,ミ,レ
道路,ドウロ,ト,ロ
道話,ドウワ,ト,ワ
銅,ドウ,ト,ウ
銅たく,ドウタク,ト,ク
銅ばち,ドウバチ,ト,チ
銅メダル,ドウメダル,ト,ル
銅貨,ドウカ,ト,カ
銅器,ドウキ,ト,キ
銅鏡,ドウキョウ,ト,ウ
銅剣,ドウケン,ト,ン
銅鉱,ドウコウ,ト,ウ
銅山,ドウザン,ト,ン
銅臭,ドウシュウ,ト,ウ
銅賞,ドウショウ,ト,ウ
銅製,ドウセイ,ト,イ
銅銭,ドウセン,ト,ン
銅像,ドウゾウ,ト,ウ
銅鐸,ドウタク,ト,ク
銅壷,ドウコ,ト,コ
銅牌,ドウハイ,ト,イ
銅板,ドウバン,ト,ン
銅版,ドウハン,ト,ン
銅盤,ドウバン,ト,ン
銅戈,ドウカ,ト,カ
銅鑼,ドラ,ト,ラ
峠,トウゲ,ト,ケ
峠,トウゲ,ト,ケ
鴇,トキ,ト,キ
鴇色,トキイロ,ト,ロ
匿名,トクメイ,ト,イ
得,トク,ト,ク
得々,トクトク,ト,ク
得意,トクイ,ト,イ
得意,トクイ,ト,イ
得意げ,トクイゲ,ト,ケ
得意顔,トクイガオ,ト,オ
得意気,トクイゲ,ト,ケ
得意満面,トクイマンメン,ト,ン
得業,トクギョウ,ト,ウ
得策,トクサク,ト,ク
得失,トクシツ,ト,ツ
得失点,トクシッテン,ト,ン
得手,エテ,エ,テ
得手勝手,エテカッテ,エ,テ
得心,トクシン,ト,ン
得心ずく,トクシンズク,ト,ク
得喪,トクソウ,ト,ウ
得体,エタイ,エ,イ
得点,トクテン,ト,ン
得点板,トクテンバン,ト,ン
得度,トクド,ト,ト
得道,トクドウ,ト,ウ
得得,トクトク,ト,ク
得票,トクヒョウ,ト,ウ
得物,エモノ,エ,ノ
得分,トクブン,ト,ン
得用,トクヨウ,ト,ウ
得用,トクヨウ,ト,ウ
徳,トク,ト,ク
徳だわら,トクダワラ,ト,ラ
